MOLECULE_NAME,SMILES,logEpsilon_minus_1
pyromellitic_dianhydride,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,0.397940009
tuftsin,C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(O)=O.CC(O)=O.CC(O)=O,0.397940009
dibenzylamine,C(NCc1ccccc1)c2ccccc2,0.388456453
1-heptylamine,CCCCCCCN,0.383815366
1_1_1_trichloroethane,CC(Cl)(Cl)Cl,0.380211242
1_1_2-trichloro-ethane,ClCC(Cl)Cl,0.380211242
behenic_acid,CCCCCCCCCCCCCCCCCCCCCC(O)=O,0.380211242
labrafil,CCCCCCCCCCCCCCCCCC(O)=O.CCCCCCCCCCCCCCCC(O)=O.OCCOCC(COCCO)OCCO,0.380211242
naphthalene,c1ccc2ccccc2c1,0.380211242
trichloroethane,CC(Cl)(Cl)Cl,0.380211242
din-propyl_ether,CCCOCCC,0.378397901
2_6-dichlorotoluene,Cc1c(Cl)cccc1Cl,0.372912003
dipropyl_ether,CCCOCCC,0.369215857
n-hexane–chloroform,CCCCCC.ClC(Cl)Cl,0.36361198
1-octanamine,CCCCCCCCN,0.361727836
diglycidyl_ether_of_bisphenol_a,CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3,0.361727836
phenyl_laurate,CCCCCCCCCCCC(=O)Oc1ccccc1,0.357934847
isopropyl_myristate,CCCCCCCCCCCCCC(=O)OC(C)C,0.351216345
dpa,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25,0.349277527
glycerol_trioleate,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.344392274
1-propanoic_acid,CCC(O)=O,0.342422681
chrysene,c1ccc2c(c1)ccc3c4ccccc4ccc23,0.342422681
octanethiol,CCCCCCCCS,0.342422681
phenyl,c1ccccc1,0.342422681
propanoic_acid,CCC(O)=O,0.342422681
triolein,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.342422681
apollo,Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,0.338456494
ma,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0.33243846
propionic_acid,CCC(O)=O,0.33243846
di-n-propylamine,CCCNCCC,0.328379603
glycerol_tripalmitate,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,0.326335861
dtab,[Br-].CCCCCCCCCCCC[N+](C)(C)C,0.325310372
dipentyl_ether,CCCCCOCCCCC,0.322219295
gma,N[C@H](CCC(O)=O)C(N)=O,0.322219295
oleylamine,CCCCCCCC\C=C/CCCCCCCCN,0.322219295
planum,CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,0.322219295
polycarbonate,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,0.322219295
polysulphone,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.Oc3ccc(cc3)[S](=O)(=O)c4ccc(O)cc4,0.322219295
dibutylether,CCCCOCCCC,0.318063335
ethyl_palmitate,CCCCCCCCCCCCCCCC(=O)OCC,0.315970345
dibutyl_ether,CCCCOCCCC,0.311753861
din-butyl_ether,CCCCOCCCC,0.311753861
fluorene,C1c2ccccc2c3ccccc13,0.311753861
2-methylimidazole,Cc1[nH]ccn1,0.309630167
1-heptanoic_acid,CCCCCCC(O)=O,0.307496038
9-methylanthracene,Cc1c2ccccc2cc3ccccc13,0.305351369
glycerol_tristearate,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,0.305351369
dansyl,CN(C)c1cccc2c1cccc2[S](Cl)(=O)=O,0.301029996
dipalmitoylphosphatidylcholine,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P]([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0.301029996
ellagic_acid,Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34,0.301029996
glutamic_acid,N[C@@H](CCC(O)=O)C(O)=O,0.301029996
mpd,C[C@H](O)CC(C)(C)O,0.301029996
plurol_oleique,OCC(O)CCCCCCCCC\C=C/CCCC(CC(O)CO)C(CC(O)CO)C(CC(O)CO)C(CC(O)CO)C(=O)OCC(O)CO,0.301029996
polycaprolactam,CCCCCC(N)=O,0.301029996
polysulfone,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.Oc3ccc(cc3)[S](=O)(=O)c4ccc(O)cc4,0.301029996
tyrosine,N[C@@H](Cc1ccc(O)cc1)C(O)=O,0.301029996
salicylic_acid,OC(=O)c1ccccc1O,0.298853076
anthracene,c1ccc2cc3ccccc3cc2c1,0.2955671
dipropylamine,CCCNCCC,0.283979284
cyclopentadienone,O=C1C=CC=C1,0.278753601
ethyl_methyl_carbonate,CCOC(=O)OC,0.278753601
ethylmethyl_carbonate,CCCOC([O-])=O,0.278753601
methyl_ethyl_carbonate,CCOC(=O)OC,0.278753601
l-lysine,NCCCC[C@H](N)C(O)=O,0.276461804
1-butanoic_acid,CCCC(O)=O,0.274157849
octanoic_acid,CCCCCCCC(O)=O,0.267171728
1-methylnaphthalene,Cc1cccc2ccccc12,0.266584447
1-hexanoic_acid,CCCCCC(O)=O,0.260071388
1-octanoic_acid,CCCCCCCC(O)=O,0.260071388
diethyl_carbonate,CCOC(=O)OCC,0.260071388
dec,C1CCC2CCCCC2C1,0.258278015
acetaminophen,CC(=O)Nc1ccc(O)cc1,0.255272505
benzoxazole,o1cnc2ccccc12,0.255272505
diethylcarbonate,CCOC(=O)OCC,0.255272505
styrene-butadiene,C=CC=C.C=Cc1ccccc1,0.255272505
terpineol,CC(=C)C1CCC(C)(O)CC1.CC2=CCC(CC2)C(C)(C)O,0.255272505
tritolyl_phosphate,Cc1ccccc1O[P](=O)(Oc2ccccc2C)Oc3ccccc3C,0.250420002
mdea,CN(CCO)CCO,0.247973266
phthalic_anhydride,O=C1OC(=O)c2ccccc12,0.247973266
tetralin,C1CCc2ccccc2C1,0.247973266
din-pentyl_ether,CCCCCOCCCCC,0.238046103
tetrahydronaphthalene,C1CCc2ccccc2C1,0.238046103
thiophene,s1cccc1,0.237292338
bromodiphenylmethane,BrC(c1ccccc1)c2ccccc2,0.23299611
dimethyl,CC,0.230448921
dmm,CC(CCC(C)O[S](C)(=O)=O)O[S](C)(=O)=O,0.230448921
isoprene,CC(=C)C=C,0.230448921
pentanoic_acid,CCCCC(O)=O,0.227886705
msq,COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC,0.224014811
cyanine,[Cl-].Nc1ccc2nc3ccc(N)cc3[s+]c2c1,0.222716471
propylamine,CCCN,0.222065843
1-pentanoic_acid,CCCCC(O)=O,0.220108088
valeric_acid,CCCCC(O)=O,0.220108088
vinyon,CC(=O)OC=C.ClC=C,0.217483944
propylene,CC=C,0.214843848
allylbenzene,C=CCc1ccccc1,0.212187604
benzocyclobutene,C1Cc2ccccc12,0.210853365
benzocyclobutane,C1Cc2ccccc12,0.206825876
mpmp,CN1CCCC(C1)CN2c3ccccc3Sc4ccccc24,0.206825876
1_3-diisopropenyl_benzene,CC(=C)c1cccc(c1)C(C)=C,0.204119983
ascorbic_acid,OCC(O)C1OC(=C(O)C1=O)O,0.204119983
ddt,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,0.204119983
diamantane,C1C2CC3C4CC5CC(C14)C(C2)C3C5,0.204119983
isobutyric_acid,CC(C)C(O)=O,0.204119983
polystyrene,C=Cc1ccccc1,0.204119983
squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,0.204119983
trioctylphosphine_oxide,CCCCCCCC[P](=O)(CCCCCCCC)CCCCCCCC,0.204119983
heptanoic_acid,CCCCCCC(O)=O,0.201397124
o-xylene,Cc1ccccc1C,0.190611798
aldehyde,CC=O,0.190331698
l-asparagine,N[C@@H](CC(N)=O)C(O)=O,0.190331698
din,Oc1ccc2c(O)cccc2c1,0.187520721
adamantane,C1C2CC3CC1CC(C2)C3,0.184691431
biphenyl,c1ccc(cc1)c2ccccc2,0.183269844
arachidic_acid,CCCCCCCCCCCCCCCCCCCC(O)=O,0.176091259
dl-aspartic_acid,NC(CC(O)=O)C(O)=O,0.176091259
oleic_acid,CCCCCCCC\C=C/CCCCCCCC(O)=O,0.176091259
styrofoam,CC(C)c1ccccc1,0.176091259
ttc,[Cl-].c1ccc(cc1)n2nc(n[n+]2c3ccccc3)c4ccccc4,0.176091259
l-aspartic_acid,N[C@@H](CC(O)=O)C(O)=O,0.170261715
norbornane,C1CC2CCC1C2,0.170261715
styrene,C=Cc1ccccc1,0.167317335
ethylbenzene,CCc1ccccc1,0.160258386
ethyl_benzene,CCc1ccccc1,0.160168293
hexamethylene_diamine,NCCCCCCN,0.152288344
tri-ethylamine,CCN(CC)CC,0.152288344
triethylamine,CCN(CC)CC,0.152288344
teta,NCCNCCNCCN,0.151676231
hydroxy-l-proline,ON1CCC[C@H]1C(O)=O,0.149219113
1_2-xylene,Cc1ccccc1C,0.146128036
cumene,CC(C)c1ccccc1,0.146128036
decanethiol,CCCCCCCCCCS,0.146128036
mbn,Cc1ccccc1,0.146128036
pseudocumene,Cc1ccc(C)c(C)c1,0.146128036
thymine,CC1=CNC(=O)NC1=O,0.146128036
tol,COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O,0.146128036
triethyl_amine,CCN(CC)CC,0.146128036
nicotine,CN1CCC[C@H]1c2cccnc2,0.14113609
isopropylbenzene,CC(C)c1ccccc1,0.140036411
1_2_4-trimethylbenzene,Cc1ccc(C)c(C)c1,0.139879086
l-proline,OC(=O)[C@@H]1CCCN1,0.139879086
methylbenzene,Cc1ccccc1,0.139879086
toluene,Cc1ccccc1,0.139879086
trimethylbenzene,Cc1cccc(C)c1C,0.139879086
propylbenzene,CCCc1ccccc1,0.136720567
diethylbenzene,CCc1ccccc1CC,0.136403448
1-tridecanol,CCCCCCCCCCCCCO,0.135132651
d-limonene,CC(=C)C1CCC(=CC1)C,0.133538908
m-xylene,Cc1cccc(C)c1,0.133538908
propyl_benzene,CCCc1ccccc1,0.133538908
butylbenzene,CCCCc1ccccc1,0.133219457
tert-butyl_benzene,CC(C)(C)c1ccccc1,0.133219457
p-cymene,CC(C)c1ccc(C)cc1,0.127104798
phenethylammonium,[NH3+]CCc1ccccc1,0.127104798
limonene,CC(=C)C1CCC(=CC1)C,0.126228845
xylenes,CCc1ccccc1.Cc2ccc(C)cc2.Cc3cccc(C)c3.Cc4ccccc4C,0.122215878
isobutylbenzene,CC(C)Cc1ccccc1,0.11991541
nylon_6,CCCCCC(N)=O,0.113943352
dda,Nc1ncnc2n(cnc12)[C@H]3CC[C@@H](CO)O3,0.112269768
4-ma,CCN(CC)C(=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CCC4(C)C3CCC12C,0.11058971
perhydrofluorene,C1CCC2C(C1)CC3CCCCC23,0.10754913
benzene,c1ccccc1,0.10720997
isopropenylbenzene,CC(=C)c1ccccc1,0.10720997
xylene,Cc1ccccc1C,0.10720997
mesitylene,Cc1cc(C)cc(C)c1,0.10704029
1_3_5-trimethylbenzene,Cc1cc(C)cc(C)c1,0.106870544
p-xylene,Cc1ccc(C)cc1,0.103803721
1-phenyloctane,CCCCCCCCc1ccccc1,0.100370545
octylbenzene,CCCCCCCCc1ccccc1,0.100370545
phenyloctane,CCCCCCCCc1ccccc1,0.100370545
polyisobutylene,CC(C)=C,0.096910013
1_2_4-trichlorobenzene,Clc1ccc(Cl)c(Cl)c1,0.093421685
dimethyladamantane,CC1C2CC3CC(C2)CC1(C)C3,0.08350262
1_4-dioxan,C1COCCO1,0.08278537
1_4-dioxane,C1COCCO1,0.08278537
cis-decalin,C1CC[C@@H]2CCCC[C@@H]2C1,0.08278537
dioxane,C1COCCO1,0.08278537
dmo,CC1(C)OC(=O)NC1=O,0.08278537
p-dioxane,C1COCCO1,0.08278537
decalin,C1CCC2CCCCC2C1,0.079181246
decaline,C1CCC2CCCCC2C1,0.079181246
diacetamide,CC(=O)NC(C)=O,0.079181246
dph,C[C@@H](Cc1ccccc1)C(N)=O,0.079181246
n-pentadecane,CCCCCCCCCCCCCCC,0.079181246
tcd,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0.079181246
trans-decalin,C1CC[C@@H]2CCCC[C@H]2C1,0.079181246
decahydronaphthalene,C1CCC2CCCCC2C1,0.07809415
cyclodecane,C1CCCCCCCCC1,0.075911761
cyclohexene,C1CCC=CC1,0.074816441
padma,COC(Cc1ccccc1)OC,0.071882007
n-octanoic_acid,CCCCCCCC(O)=O,0.068185862
cyclooctene,C1CCCC=CCC1,0.065579715
dhn,[Na+].CC(=O)[C-]1C(=O)OC(=CC1=O)C,0.062205809
1-eicosanol,CCCCCCCCCCCCCCCCCCCCO,0.059033005
cyclooctane,C1CCCCCCC1,0.049218023
pentol,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC\C=C\CCCCCCCC,0.049218023
mpa,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(C)\CCC(O)=O,0.042181595
bcn,OCCN(CCO)CC(O)=O,0.041392685
isohexadecane,CCCCCCCCCCCCCC(C)C,0.041392685
norbornene,C1CC2CC1C=C2,0.041392685
polypropylene,CC=C,0.041392685
trioctylamine,CCCCCCCCN(CCCCCCCC)CCCCCCCC,0.041392685
1-octene,CCCCCCC=C,0.033825694
undecane,CCCCCCCCCCC,0.029383778
heptadecane,CCCCCCCCCCCCCCCCC,0.025305865
n-hexadecane,CCCCCCCCCCCCCCCC,0.021189299
pentadecane,CCCCCCCCCCCCCCC,0.018908444
n-tetradecan,CCCCCCCCCCCCCC,0.015694989
mch,CC1=CC(=O)CCC1,0.012837225
tetradecane,CCCCCCCCCCCCCC,0.012837225
tridecane,CCCCCCCCCCCCC,0.012837225
cyclohexane,C1CCCCC1,0.008600172
methylcyclohexane,CC1CCCCC1,0.008600172
dodecane,CCCCCCCCCCCC,0.004321374
n-dodecane,CCCCCCCCCCCC,0.004321374
acetone–hexane,CCCCCC.CC(C)=O,0
arginine,N[C@@H](CCCNC(N)=N)C(O)=O,0
aspartic_acid,N[C@@H](CC(O)=O)C(O)=O,0
chx,C1CCCCC1,0
decane,CCCCCCCCCC,0
decanol_cyclohexane,CCCCCCCCCCO.C1CCCCC1,0
hexadecane,CCCCCCCCCCCCCCCC,0
iso-dodecane,CCCCCCCCCC(C)C,0
pco,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N\C=C/S,0
phenazine,c1ccc2nc3ccccc3nc2c1,0
xylol,Cc1ccccc1C,0
nonane,CCCCCCCCC,-0.004364805
n-decane,CCCCCCCCCC,-0.00656377
i-decane,CCCCCCCC(C)C,-0.008773924
linalool,CC(C)=CCCC(C)(O)C=C,-0.008773924
isopentane,CCC(C)C,-0.010995384
n-tetradecane,CCCCCCCCCCCCCC,-0.010995384
n-nonane,CCCCCCCCC,-0.012333735
cyclopentane,C1CCCC1,-0.015472687
carbon_nitride,NCCN,-0.022276395
octane,CCCCCCCC,-0.022276395
2_2_4-trimethylpentane,CC(C)CC(C)(C)C,-0.026872146
iso-octane,CCCCCC(C)C,-0.026872146
isooctane,CCCCCC(C)C,-0.026872146
ethane,CC,-0.031517051
n-octane,CCCCCCCC,-0.03574037
2-furoylfluoride_heptane,CCCCCCC.FC(=O)c1occc1,-0.036212173
heptane,CCCCCCC,-0.036212173
n-heptane,CCCCCCC,-0.036212173
c2h6,CC,-0.037630664
3-methylpentane,CCC(C)CC,-0.045757491
heptan,CCCCCCC,-0.045757491
hexane,CCCCCC,-0.050609993
iso-hexane,CCCC(C)C,-0.050609993
n-hexane,CCCCCC,-0.050609993
phema,CC(=C)C(=O)OCCO,-0.053302163
hexane-methanol,CO.CCCCCC,-0.055517328
hexanes,CCCCCC,-0.055517328
polybutene,CCC=C.C\C=C\C,-0.057991947
n-pentane,CCCCC,-0.075720714
pentane,CCCCC,-0.075720714
dioctylcyclohexane,CCCCCCCCC1(CCCCCCCC)CCCCC1,-0.096910013
2_2-dimethylpropane,CC(C)(C)C,-0.107905397
1-nonanoic_acid,CCCCCCCCC(O)=O,-0.142667504
n-butane,CCCC,-0.15490196
citral,CC(C)=CCCC(C)=CC=O,-0.22184875
morin,Oc1ccc(c(O)c1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,-0.22184875
prolate,CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,-0.22184875
butanoic_acid,CCCC(O)=O,-0.300162274
[methionine],CSCC[C@H](N)C(O)=O,-0.301029996
propane,CCC,-0.301029996
meo,COC1CCN(CC1)C2CC(OC(C)C2O)OC3c4c(O)c5C(=O)c6c(OC)cccc6C(=O)c5c(O)c4CCC3(O)C(C)=O,-0.307285239
ctc,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)\O)C1=O,-0.339229356
kaempferol,Oc1ccc(cc1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,-0.41453927
spurr,CC(C)CC(C)/C=C/CC1CC(=O)OC1=O.C(COCC2CO2)COCC3CO3.C4CC5OC5CC4C6CO6,-0.508638306
egmpe,OCCOc1ccccc1,-0.578396073
rhodamine_6g,[Cl-].CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(c2cc1C)c4ccccc4C(=O)OCC,-0.698970004
doxo,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-1.096910013
triphenylamine,c1ccc(cc1)N(c2ccccc2)c3ccccc3,-1.301029996
dehp,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,
dfdt,Fc1ccc(cc1)C(c2ccc(F)cc2)C(Cl)(Cl)Cl,
1_3-dibromopropane,BrCCCBr,
